Layout, Timestamp, Words,  word len 0, word len 1, word len 2, word len 3, word len 4, word count,  target index, target word, target word len,correct, history, gaze duration, tap duration
CIRCLE,Wednesday- July 8- 2020-12:11:10 AM,instead	really	policy	my	kitchen	,7,6,6,2,7,5,2,policy,6,T,1,279.256,438.071
CIRCLE,Wednesday- July 8- 2020-12:11:14 AM,defense	generation	key	produce	like	,7,10,3,7,4,5,2,key,3,T,4,302.739,371.337
CIRCLE,Wednesday- July 8- 2020-12:11:17 AM,produce	loss	act	she	month	,7,4,3,3,5,5,2,act,3,T,0,22.940,571.447
CIRCLE,Wednesday- July 8- 2020-12:11:21 AM,history	national	answer	music	nothing	,7,8,6,5,7,5,2,answer,6,T,5,546.759,349.169
CIRCLE,Wednesday- July 8- 2020-12:11:25 AM,team					,4,0,0,0,0,1,0,team,4,T,1,11.969,539.052
CIRCLE,Wednesday- July 8- 2020-12:11:29 AM,son	they	crime	value	beautiful	,3,4,5,5,9,5,2,crime,5,T,1,369.392,326.081
CIRCLE,Wednesday- July 8- 2020-12:11:32 AM,career	disease				,6,7,0,0,0,2,1,disease,7,T,0,235.373,482.231
CIRCLE,Wednesday- July 8- 2020-12:11:36 AM,even	Mr	offer	home		,4,2,5,4,0,4,1,Mr,2,T,1,279.283,360.075
CIRCLE,Wednesday- July 8- 2020-12:11:40 AM,great	area	career	body		,5,4,6,4,0,4,2,career,6,T,5,402.464,381.982
CIRCLE,Wednesday- July 8- 2020-12:11:43 AM,lead	they	course	skill	through	,4,4,6,5,7,5,2,course,6,T,2,313.163,404.918
CIRCLE,Wednesday- July 8- 2020-12:11:47 AM,child	discussion	science			,5,10,7,0,0,3,2,science,7,T,2,257.643,449.588
CIRCLE,Wednesday- July 8- 2020-12:11:51 AM,stuff	live				,5,4,0,0,0,2,1,live,4,T,1,246.341,383.975
CIRCLE,Wednesday- July 8- 2020-12:11:54 AM,throw	store	score	travel	every	,5,5,5,6,5,5,4,every,5,T,3,480.790,448.820
CIRCLE,Wednesday- July 8- 2020-12:11:58 AM,under					,5,0,0,0,0,1,0,under,5,T,0,10.970,505.807
CIRCLE,Wednesday- July 8- 2020-12:12:02 AM,nearly	require	yes	focus		,6,7,3,5,0,4,3,focus,5,T,2,424.718,495.174
CIRCLE,Wednesday- July 8- 2020-12:12:06 AM,might	star				,5,4,0,0,0,2,1,star,4,T,2,246.307,370.744
CIRCLE,Wednesday- July 8- 2020-12:12:10 AM,close					,5,0,0,0,0,1,0,close,5,T,2,11.969,504.507
CIRCLE,Wednesday- July 8- 2020-12:12:13 AM,person	thing	tough	job	later	,6,5,5,3,5,5,4,later,5,T,4,446.866,427.208
